chr	start	stop
LINGO1	chr15	77905369	78113242
TBC1D2B	chr15	78276378	78370066
IDH3A	chr15	78423840	78464291
DNAJA4	chr15	78556428	78574538
WDR61	chr15	78570177	78592136
CRABP1	chr15	78632666	78640572
IREB2	chr15	78729773	78793798
PSMA4	chr15	78832747	78841604
MORF4L1	chr15	79102829	79190475
CTSH	chr15	79213400	79241916
TMED3	chr15	79603404	79704334
MTHFS	chr15	80125927	80189721
BCL2A1	chr15	80253231	80263788
ZFAND6	chr15	80351910	80430735
FAH	chr15	80444832	80479288
ARNT2	chr15	80696692	80890278
MESDC2	chr15	81239667	81282219
IL16	chr15	81451916	81605104
RPS17	chr15	82821158	82824972
WHAMM	chr15	83478380	83503611
FAM103A1	chr15	83654959	83659809
C15orf40	chr15	83657193	83680393
BTBD1	chr15	83685174	83736106
TM6SF1	chr15	83776159	83813606
HDGFRP3	chr15	83784320	83876770
WDR73	chr15	85185999	85197574
NMB	chr15	85198360	85201794
SEC11A	chr15	85212775	85259947
ZNF592	chr15	85291866	85349659
PDE8A	chr15	85523671	85682376
AKAP13	chr15	85923802	86292586
NTRK3	chr15	88418230	88799999
MRPL46	chr15	89002707	89010650
MRPS11	chr15	89010684	89022222
ISG20	chr15	89179384	89199714
ACAN	chr15	89346674	89418585
MFGE8	chr15	89441916	89456642
ABHD2	chr15	89630690	89745591
MESP1	chr15	90291892	90294541
IDH2	chr15	90626277	90645736
CIB1	chr15	90773207	90777279
NGRN	chr15	90808891	90816463
IQGAP1	chr15	90931450	91045475
CRTC3	chr15	91073157	91188577
BLM	chr15	91260558	91358859
FURIN	chr15	91411822	91426688
FES	chr15	91426925	91439006
MAN2A2	chr15	91445448	91465814
UNC45A	chr15	91473410	91497323
PRC1	chr15	91509270	91538859
CHD2	chr15	93426526	93571237
RGMA	chr15	93586636	93632433
CTD-3049M7.1	chr15	94261771	94614049
NR2F2	chr15	96869167	96883492
ARRDC4	chr15	98462784	98517068
IGF1R	chr15	99192200	99507759
SYNM	chr15	99638420	99675798
MEF2A	chr15	100017370	100256671
LRRK1	chr15	101459420	101610317
CHSY1	chr15	101715928	101792137
VIMP	chr15	101811022	101817705
SNRPA1	chr15	101821715	101835487
TM2D3	chr15	102161847	102192594
TARSL2	chr15	102193801	102264807
WASH4P	chr16	64043	69452
POLR3K	chr16	96407	103628
SNRNP25	chr16	103010	107669
MPG	chr16	127006	135852
NPRL3	chr16	134273	188859
LUC7L	chr16	238968	279462
MRPL28	chr16	417384	420527
TMEM8A	chr16	420773	437113
NME4	chr16	446725	460367
C16orf13	chr16	684429	686358
FAM195A	chr16	691813	698474
RHOT2	chr16	718086	724174
STUB1	chr16	730224	732870
METRN	chr16	765115	769655
FAM173A	chr16	770581	772601
RP11-161M6.2	chr16	1025761	1031596
AC009041.2	chr16	1031252	1031663
SOX8	chr16	1031808	1036979
UBE2I	chr16	1355548	1377019
TSR3	chr16	1399241	1401912
GNPTG	chr16	1401924	1413352
C16orf91	chr16	1469745	1479345
CLCN7	chr16	1494935	1525581
TELO2	chr16	1543345	1560458
MAPK8IP3	chr16	1756184	1820318
NME3	chr16	1820287	1821731
MRPS34	chr16	1821891	1823156
SPSB3	chr16	1826713	1843701
NUBP2	chr16	1832902	1839192
HAGH	chr16	1845621	1877195
FAHD1	chr16	1876968	1890208
MSRB1	chr16	1988211	1993327
NDUFB10	chr16	2009509	2011976
RPS2	chr16	2012053	2014861
SNHG9	chr16	2014960	2015510
GFER	chr16	2034208	2037750
NTHL1	chr16	2089816	2097867
TSC2	chr16	2097466	2138716
PKD1	chr16	2138711	2185899
RP11-304L19.5	chr16	2204798	2205359
TRAF7	chr16	2205699	2228130
MLST8	chr16	2254249	2259417
PGP	chr16	2261998	2264808
ECI1	chr16	2289396	2302301
RNPS1	chr16	2303117	2318413
ATP6V0C	chr16	2563871	2570219
PDPK1	chr16	2587965	2653189
KCTD5	chr16	2732476	2759031
SRRM2	chr16	2802330	2822539
TCEB2	chr16	2821415	2827298
FLYWCH2	chr16	2933187	2949383
TNFRSF12A	chr16	3068446	3072384
HCFC1R1	chr16	3072621	3074287
IL32	chr16	3115298	3131908
ZNF75A	chr16	3355406	3368852
CLUAP1	chr16	3550924	3589048
TRAP1	chr16	3701640	3767598
CREBBP	chr16	3775055	3930727
CORO7	chr16	4404543	4475706
DNAJA3	chr16	4475806	4506776
NMRAL1	chr16	4511681	4545764
HMOX2	chr16	4524691	4560348
CDIP1	chr16	4560676	4588829
MGRN1	chr16	4666494	4740975
NUDT16L1	chr16	4743695	4745860
ANKS3	chr16	4746513	4784379
ROGDI	chr16	4846969	4852951
GLYR1	chr16	4853204	4897343
UBN1	chr16	4896666	4932361
ABAT	chr16	8768422	8878432
CARHSP1	chr16	8946799	8962866
USP7	chr16	8985951	9058371
C16orf72	chr16	9185505	9215497
ATF7IP2	chr16	10420291	10577495
EMP2	chr16	10622279	10674555
NUBP1	chr16	10837643	10863208
CIITA	chr16	10971055	11026079
DEXI	chr16	11022748	11036317
SOCS1	chr16	11348262	11350036
LITAF	chr16	11641853	11730237
SNN	chr16	11762270	11773015
ZC3H7A	chr16	11844442	11891123
RSL1D1	chr16	11929056	11945442
GSPT1	chr16	11961985	12009939
SNX29	chr16	12070594	12668146
CPPED1	chr16	12756919	12897874
ERCC4	chr16	14014014	14046202
PARN	chr16	14529558	14726585
BFAR	chr16	14726672	14763093
PDXDC1	chr16	15068448	15233196
NTAN1	chr16	15131710	15149921
RRN3	chr16	15153879	15188174
C16orf45	chr16	15528152	15718885
NDE1	chr16	15737124	15820210
FOPNL	chr16	15959577	15982482
XYLT1	chr16	17195626	17564738
RPS15A	chr16	18792617	18801705
ARL6IP1	chr16	18802991	18813000
SMG1	chr16	18816175	18937776
COQ7	chr16	19078921	19091417
ITPRIPL2	chr16	19125254	19132946
SYT17	chr16	19179293	19279652
GDE1	chr16	19513015	19533467
CCP110	chr16	19535133	19564730
KNOP1	chr16	19714902	19729557
IQCK	chr16	19727778	19868907
GPRC5B	chr16	19868616	19897489
THUMPD1	chr16	20744986	20753406
LYRM1	chr16	20911190	20936328
METTL9	chr16	21608539	21668794
IGSF6	chr16	21652609	21663981
UQCRC2	chr16	21963981	21994981
NPIPB5	chr16	22490442	22547842
GGA2	chr16	23474863	23533316
UBFD1	chr16	23568392	23585710
NDUFAB1	chr16	23592323	23607677
DCTN5	chr16	23652713	23681195
PRKCB	chr16	23847322	24231932
RBBP6	chr16	24549014	24584184
TNRC6A	chr16	24741016	24838953
ARHGAP17	chr16	24930706	25026987
LCMT1	chr16	25123050	25189552
NSMCE1	chr16	27236312	27280115
IL4R	chr16	27324989	27376099
GTF3C1	chr16	27470876	27561234
GSG1L	chr16	27798850	28074830
XPO6	chr16	28109300	28223241
NUPR1	chr16	28548606	28550495
ATXN2L	chr16	28834356	28848558
TUFM	chr16	28853732	28857729
NFATC2IP	chr16	28962128	28978418
SPNS1	chr16	28985542	28995869
RP11-345J4.5	chr16	29454551	29465972
QPRT	chr16	29674600	29710020
KIF22	chr16	29802040	29816706
MAZ	chr16	29817427	29823649
PRRT2	chr16	29823177	29827201
MVP	chr16	29831715	29859355
CDIPT	chr16	29869678	29875057
SEZ6L2	chr16	29882480	29910868
KCTD13	chr16	29916333	29938356
TMEM219	chr16	29952206	29984373
HIRIP3	chr16	30003645	30007757
INO80E	chr16	30006615	30017114
ALDOA	chr16	30064411	30081778
PPP4C	chr16	30087299	30096698
YPEL3	chr16	30103635	30108236
MAPK3	chr16	30125426	30134827
CORO1A	chr16	30194148	30200397
CD2BP2	chr16	30362087	30366682
DCTPP1	chr16	30434940	30441396
SEPHS2	chr16	30454952	30457502
ZNF688	chr16	30580667	30584055
PRR14	chr16	30662038	30667761
FBRS	chr16	30669752	30682135
SRCAP	chr16	30709530	30755602
PHKG2	chr16	30759591	30772490
RNF40	chr16	30773066	30787628
BCL7C	chr16	30844947	30906281
ORAI3	chr16	30960387	30967782
STX4	chr16	31044210	31054296
VKORC1	chr16	31102163	31107301
BCKDK	chr16	31117428	31124110
KAT8	chr16	31127075	31142714
FUS	chr16	31191431	31203127
PYCARD	chr16	31212806	31214771
ITGAM	chr16	31271311	31344213
ITGAX	chr16	31366455	31394318
ZNF720	chr16	31724550	31806190
ZNF267	chr16	31885079	31928668
VPS35	chr16	46690054	46723430
C16orf87	chr16	46830519	46865323
DNAJA2	chr16	46989299	47007699
NETO2	chr16	47111614	47177908
ITFG1	chr16	47188298	47498060
PHKB	chr16	47495034	47735434
LONP2	chr16	48278207	48397033
SIAH1	chr16	48390275	48482313
N4BP1	chr16	48572637	48654059
CNEP1R1	chr16	50058321	50070999
ADCY7	chr16	50280048	50352046
BRD7	chr16	50347398	50402845
CYLD	chr16	50775961	50835846
SALL1	chr16	51169886	51185278
CHD9	chr16	53088945	53363062
RBL2	chr16	53467889	53525561
AKTIP	chr16	53524952	53538323
FTO	chr16	53737875	54155853
CRNDE	chr16	54952775	54963101
MMP2	chr16	55423612	55540603
LPCAT2	chr16	55542910	55620582
GNAO1	chr16	56225302	56391356
AMFR	chr16	56395364	56459450
NUDT21	chr16	56463045	56486111
BBS2	chr16	56500748	56554195
MT3	chr16	56622986	56625000
MT2A	chr16	56642111	56643409
MT1E	chr16	56659387	56661024
MT1M	chr16	56666145	56667898
MT1F	chr16	56691606	56694610
MT1G	chr16	56700643	56701977
MT1X	chr16	56716336	56718108
NUP93	chr16	56764017	56878797
HERPUD1	chr16	56965960	56977798
CPNE2	chr16	57126449	57181878
FAM192A	chr16	57186378	57220028
RSPRY1	chr16	57220049	57274387
ARL2BP	chr16	57279010	57287516
PLLP	chr16	57290004	57318599
CIAPIN1	chr16	57462081	57481440
COQ9	chr16	57481337	57495187
POLR2C	chr16	57496299	57505922
GPR56	chr16	57644564	57698944
KIFC3	chr16	57792129	57896957
USB1	chr16	58033450	58055522
C16orf80	chr16	58147496	58163354
CSNK2A2	chr16	58191811	58231824
CNOT1	chr16	58553855	58663790
CDH11	chr16	64977656	65160015
TK2	chr16	66541906	66586447
CKLF	chr16	66586466	66600154
CMTM3	chr16	66637777	66647795
DYNC1LI2	chr16	66754796	66785701
NAE1	chr16	66836778	66907159
FAM96B	chr16	66965959	66968326
CES2	chr16	66968347	66978999
CBFB	chr16	67063019	67134961
E2F4	chr16	67226072	67232821
TMEM208	chr16	67261006	67263181
TPPP3	chr16	67423712	67427438
ATP6V0D1	chr16	67471917	67515140
CTCF	chr16	67596310	67673086
CENPT	chr16	67862060	67881714
THAP11	chr16	67876213	67878097
NUTF2	chr16	67880635	67906470
PSMB10	chr16	67968405	67970990
NFATC3	chr16	68118654	68263162
PLA2G15	chr16	68279207	68294961
SLC7A6OS	chr16	68318406	68344849
ZFP90	chr16	68563993	68609975
CHTF8	chr16	69151913	69166487
SNTB2	chr16	69221032	69342955
VPS4A	chr16	69345259	69358949
NIP7	chr16	69373333	69377014
TERF2	chr16	69389464	69442474
CYB5B	chr16	69458428	69500169
NFAT5	chr16	69598997	69738569
NOB1	chr16	69775770	69788843
WWP2	chr16	69796209	69975644
PDPR	chr16	70147529	70195203
EXOSC6	chr16	70284134	70285833
AARS	chr16	70286198	70323446
DDX19B	chr16	70323566	70369186
DDX19A	chr16	70380732	70407286
COG4	chr16	70514471	70557468
SF3B3	chr16	70557691	70608820
MTSS1L	chr16	70695107	70719969
CMTR2	chr16	71315292	71323618
AP1G1	chr16	71762913	71843104
IST1	chr16	71879899	71962913
DHX38	chr16	72127461	72146811
ZFHX3	chr16	72816784	73093597
PSMD7	chr16	74330673	74340186
GLG1	chr16	74485856	74641012
WDR59	chr16	74907468	75034071
ZNRF1	chr16	75032928	75144892
BCAR1	chr16	75262928	75301951
CFDP1	chr16	75327596	75467383
SNORA76	chr16	75443230	75443364
TMEM170A	chr16	75476952	75499395
GABARAPL2	chr16	75600249	75611779
KARS	chr16	75661622	75682541
TERF2IP	chr16	75681684	75795770
MON1B	chr16	77224732	77236302
VAT1L	chr16	77822427	78014004
WWOX	chr16	78133310	79246564
MAF	chr16	79619740	79634611
CMC2	chr16	81009698	81053875
ATMIN	chr16	81069452	81080963
GCSH	chr16	81115566	81130008
GAN	chr16	81348557	81424489
CMIP	chr16	81478775	81745367
PLCG2	chr16	81772702	81991899
MPHOSPH6	chr16	82181403	82203831
CDH13	chr16	82660408	83830204
HSBP1	chr16	83841448	83853342
MBTPS1	chr16	84087368	84150511
COTL1	chr16	84599200	84651683
KLHL36	chr16	84682131	84701292
USP10	chr16	84733584	84813528
ZDHHC7	chr16	85007787	85045141
EMC8	chr16	85805364	85833214
COX4I1	chr16	85832239	85840650
IRF8	chr16	85932409	85956215
MAP1LC3B	chr16	87417601	87438385
SLC7A5	chr16	87863629	87903094
ZFPM1	chr16	88519725	88603424
ZC3H18	chr16	88636789	88698374
CYBA	chr16	88709691	88717560
MVD	chr16	88718343	88729569
RNF166	chr16	88762903	88772829
PIEZO1	chr16	88781751	88851619
APRT	chr16	88875747	88878352
GALNS	chr16	88880142	88923378
TRAPPC2L	chr16	88922628	88929094
ANKRD11	chr16	89334038	89556969
SPG7	chr16	89557325	89624176
RPL13	chr16	89627065	89630950
CHMP1A	chr16	89710839	89724253
CDK10	chr16	89747145	89762772
ZNF276	chr16	89786808	89807311
TCF25	chr16	89940000	89977792
DEF8	chr16	90014333	90034468
FAM101B	chr17	289769	295730
VPS53	chr17	411908	624957
GLOD4	chr17	660337	685581
TIMM22	chr17	900357	906911
ABR	chr17	906758	1132315
YWHAE	chr17	1247566	1303672
CRK	chr17	1323983	1366456
PITPNA-AS1	chr17	1420225	1421390
PITPNA	chr17	1421012	1466110
SLC43A2	chr17	1472561	1532180
PRPF8	chr17	1553923	1588176
MIR22HG	chr17	1614805	1620468
SERPINF1	chr17	1665253	1680868
RPA1	chr17	1732996	1803376
SMG6	chr17	1963133	2207065
TSR1	chr17	2225797	2240801
SGSM2	chr17	2240792	2284352
METTL16	chr17	2308856	2415185
PAFAH1B1	chr17	2496504	2588909
TAX1BP3	chr17	3566196	3571976
EMC6	chr17	3572109	3572962
ITGAE	chr17	3617922	3704537
ZZEF1	chr17	3907739	4046314
CYB5D2	chr17	4046462	4090605
ANKFY1	chr17	4067201	4167274
UBE2G1	chr17	4172554	4269923
PELP1	chr17	4574679	4607632
ARRB2	chr17	4613784	4624794
MED11	chr17	4634723	4636905
CXCL16	chr17	4636821	4643217
PSMB6	chr17	4699439	4701790
MINK1	chr17	4736683	4801356
SLC25A11	chr17	4840425	4843546
RNF167	chr17	4843303	4848517
PFN1	chr17	4848947	4852356
SPAG7	chr17	4862521	4871167
KIF1C	chr17	4901243	4931696
SCIMP	chr17	5112256	5138155
RABEP1	chr17	5185558	5289129
RPAIN	chr17	5322961	5336196
C1QBP	chr17	5336097	5352150
DERL2	chr17	5374571	5390131
MIS12	chr17	5389605	5394134
NLRP1	chr17	5402747	5522744
WSCD1	chr17	5675554	6027747
AIPL1	chr17	6297013	6338519
TXNDC17	chr17	6544078	6547861
MED31	chr17	6546635	6554954
XAF1	chr17	6658766	6678966
RNASEK	chr17	6915736	6917851
C17orf49	chr17	6917814	6920844
ASGR1	chr17	7076750	7082883
ACADVL	chr17	7120444	7128592
PHF23	chr17	7138347	7143041
GABARAP	chr17	7143333	7146089
CTDNEP1	chr17	7146910	7155810
ELP5	chr17	7154735	7163259
EIF5A	chr17	7210318	7215774
GPS2	chr17	7214643	7218883
ACAP1	chr17	7239848	7254797
TMEM256	chr17	7306294	7307456
NLGN2	chr17	7308193	7323179
ZBTB4	chr17	7362685	7387582
POLR2A	chr17	7387685	7417933
TNFSF12	chr17	7452208	7464925
EIF4A1	chr17	7476024	7482323
CD68	chr17	7482785	7485429
MPDU1	chr17	7486847	7496107
SAT2	chr17	7529552	7531194
ATP1B2	chr17	7549945	7561086
TP53	chr17	7565097	7590856
EFNB3	chr17	7608520	7614696
KDM6B	chr17	7743222	7758114
LSMD1	chr17	7760003	7788556
CHD3	chr17	7788124	7816078
TRAPPC1	chr17	7833663	7835441
PER1	chr17	8043790	8059824
VAMP2	chr17	8062467	8066864
TMEM107	chr17	8076555	8079717
RANGRF	chr17	8191815	8193410
RPL26	chr17	8280838	8286531
NDEL1	chr17	8316449	8393729
MYH10	chr17	8377523	8534079
PIK3R5	chr17	8782233	8869029
STX8	chr17	9153788	9479908
RCVRN	chr17	9799637	9808938
GAS7	chr17	9813926	10101868
SCO1	chr17	10583654	10601692
MAP2K4	chr17	11924141	12047147
ELAC2	chr17	12895708	12921504
PMP22	chr17	15133095	15168643
ZSWIM7	chr17	15879874	15903031
TTC19	chr17	15902694	15948329
NCOR1	chr17	15932471	16121499
CENPV	chr17	16245848	16256970
UBB	chr17	16284112	16286059
FAM211A	chr17	16344891	16395467
CCDC144A	chr17	16592851	16707767
MPRIP	chr17	16945859	17120993
COPS3	chr17	17150141	17184607
RASD1	chr17	17397751	17399709
PEMT	chr17	17408877	17495022
SREBF1	chr17	17713713	17740325
TOM1L2	chr17	17746828	17875736
ATPAF2	chr17	17880723	17942523
DRG2	chr17	17991200	18011285
ALKBH5	chr17	18086392	18113268
FLII	chr17	18148150	18162230
PRPSAP2	chr17	18743398	18834581
EPN2	chr17	19118928	19240028
ALDH3A2	chr17	19551449	19580911
ULK2	chr17	19674142	19771249
AKAP10	chr17	19807615	19881656
SPECC1	chr17	19912657	20222339
USP22	chr17	20902910	20947073
DHRS7B	chr17	21026677	21096578
TMEM11	chr17	21100593	21117937
MAP2K3	chr17	21187984	21218552
MTRNR2L1	chr17	22022437	22023991
WSB1	chr17	25621102	25640657
LGALS9	chr17	25956824	25976586
NLK	chr17	26368763	26523407
TMEM97	chr17	26646121	26655707
IFT20	chr17	26655352	26662515
POLDIP2	chr17	26673659	26684545
TMEM199	chr17	26684604	26708716
UNC119	chr17	26873725	26879686
PIGS	chr17	26880401	26898890
ALDOC	chr17	26900133	26904282
KIAA0100	chr17	26941458	26972472
SDF2	chr17	26975374	26989207
SUPT6H	chr17	26989109	27029697
RAB34	chr17	27041299	27045447
RPL23A	chr17	27046411	27051377
TRAF4	chr17	27071002	27077974
ERAL1	chr17	27181956	27188085
FLOT2	chr17	27206353	27224697
PHF12	chr17	27232268	27278789
NUFIP2	chr17	27582854	27621136
TAOK1	chr17	27717482	27878922
TP53I13	chr17	27893070	27900175
GIT1	chr17	27900487	27921072
SSH2	chr17	27952956	28257294
NSRP1	chr17	28442539	28513493
BLMH	chr17	28575218	28619074
CPD	chr17	28705923	28797007
GOSR1	chr17	28804380	28854610
CRLF3	chr17	29096406	29151794
ADAP2	chr17	29233362	29286340
RNF135	chr17	29295803	29326929
NF1	chr17	29421945	29709134
OMG	chr17	29599031	29624557
EVI2B	chr17	29630784	29641130
EVI2A	chr17	29644578	29648902
COPRS	chr17	30178883	30186356
UTP6	chr17	30187923	30228784
SUZ12	chr17	30264037	30328064
RHOT1	chr17	30469473	30580393
ZNF207	chr17	30677136	30708905
PSMD11	chr17	30771279	30810336
TMEM98	chr17	31254928	31272124
CCL2	chr17	32582304	32584222
ZNF830	chr17	33288549	33290205
SLFN5	chr17	33570055	33600674
RP11-1094M14.11	chr17	33895139	33901811
AP2B1	chr17	33905065	34053436
TAF15	chr17	34136459	34191619
CCL5	chr17	34198495	34207797
CCL3	chr17	34415602	34417515
CCL4	chr17	34430983	34433014
CCL3L3	chr17	34522268	34524157
CCL3L1	chr17	34623842	34625731
CCL4L2	chr17	34639793	34641846
ZNHIT3	chr17	34842473	34855154
GGNBP2	chr17	34900737	34946278
AATF	chr17	35306175	35414171
ACACA	chr17	35441923	35766909
DUSP14	chr17	35849937	35873603
SYNRG	chr17	35874900	35969544
DDX52	chr17	35969787	36003493
MRPL45	chr17	36452989	36479101
MLLT6	chr17	36861795	36886056
CISD3	chr17	36886488	36891297
PCGF2	chr17	36890150	36906070
PSMB3	chr17	36908989	36920484
PIP4K2B	chr17	36921942	36956379
CWC25	chr17	36956687	36981734
RPL23	chr17	37004118	37010096
LASP1	chr17	37026112	37078023
LINC00672	chr17	37081421	37084310
PLXDC1	chr17	37219556	37310647
RPL19	chr17	37356536	37360980
STAC2	chr17	37366789	37382125
FBXL20	chr17	37415384	37558776
MED1	chr17	37560538	37607539
CDK12	chr17	37617764	37721160
PPP1R1B	chr17	37782993	37792879
STARD3	chr17	37793318	37819737
MIEN1	chr17	37884749	37887040
PSMD3	chr17	38137050	38154213
MED24	chr17	38175350	38217468
THRA	chr17	38214543	38250120
MSL1	chr17	38278551	38293042
CASC3	chr17	38296571	38328436
WIPF2	chr17	38375556	38440388
RARA	chr17	38465444	38513094
TOP2A	chr17	38544768	38574202
IGFBP4	chr17	38599702	38613983
SMARCE1	chr17	38781214	38804760
KRT10	chr17	38974369	38978847
EIF1	chr17	39845137	39848920
HAP1	chr17	39873994	39890896
FKBP10	chr17	39968932	39979465
NT5C3B	chr17	39981335	39992523
ACLY	chr17	40023161	40086795
CNP	chr17	40118759	40129749
DNAJC7	chr17	40128451	40173394
NKIRAS2	chr17	40163400	40177659
RAB5C	chr17	40276994	40307035
STAT5B	chr17	40351186	40428725
STAT5A	chr17	40439565	40463961
STAT3	chr17	40465342	40540586
ATP6V0A1	chr17	40610862	40674629
NAGLU	chr17	40688190	40696467
COASY	chr17	40713485	40718295
MLX	chr17	40719086	40725257
EZH1	chr17	40852293	40897071
RAMP2	chr17	40910465	40915059
VPS25	chr17	40925454	40931617
COA3	chr17	40947165	40950722
BECN1	chr17	40962152	40985367
PSME3	chr17	40976402	40995774
RPL27	chr17	41150290	41154976
IFI35	chr17	41158742	41166473
VAT1	chr17	41166622	41177140
RND2	chr17	41177258	41184057
NBR1	chr17	41322498	41363708
ARL4D	chr17	41476327	41478505
DHX8	chr17	41561233	41621831
DUSP3	chr17	41843489	41856356
TMEM101	chr17	42088556	42101314
LSM12	chr17	42112003	42144987
G6PC3	chr17	42148103	42153709
HDAC5	chr17	42154114	42201070
TMUB2	chr17	42264338	42269099
UBTF	chr17	42282401	42298994
SLC25A39	chr17	42396993	42402238
GRN	chr17	42422614	42430470
GPATCH8	chr17	42472652	42580798
CCDC43	chr17	42750437	42767147
EFTUD2	chr17	42927311	42977030
GFAP	chr17	42982376	42994305
C1QL1	chr17	43037061	43045439
DCAKD	chr17	43100708	43138473
NMT1	chr17	43128978	43186384
PLCD3	chr17	43186335	43210721
HEXIM1	chr17	43224684	43229468
FMNL1	chr17	43298811	43324687
ARHGAP27	chr17	43471275	43511787
MAPT	chr17	43971748	44105700
KANSL1	chr17	44107282	44302733
KANSL1-AS1	chr17	44270942	44274089
NSF	chr17	44668035	44834830
GOSR2	chr17	45000483	45105003
CDC27	chr17	45195069	45266788
NPEPPS	chr17	45600308	45700642
KPNB1	chr17	45726842	45762871
MRPL10	chr17	45900638	45908900
SCRN2	chr17	45915058	45918699
CDK5RAP3	chr17	46045176	46059140
NFE2L1	chr17	46125691	46138849
CBX1	chr17	46147414	46178883
SKAP1	chr17	46210802	46507637
CALCOCO2	chr17	46908350	46943884
ATP5G1	chr17	46970127	46973233
UBE2Z	chr17	46985731	47006418
SNF8	chr17	47006678	47022479
ABI3	chr17	47287589	47300587
ZNF652	chr17	47366568	47439835
PHB	chr17	47481414	47492246
SPOP	chr17	47676246	47755596
SLC35B1	chr17	47778305	47786376
KAT7	chr17	47865917	47906458
COL1A1	chr17	48260650	48278993
MRPL27	chr17	48445218	48450575
LRRC59	chr17	48452420	48474914
ACSF2	chr17	48503519	48552206
CHAD	chr17	48541857	48546327
SPATA20	chr17	48620419	48633213
ANKRD40	chr17	48770551	48785285
LUC7L3	chr17	48796905	48833574
TOB1	chr17	48939584	48945339
SPAG9	chr17	49039535	49198226
NME1	chr17	49230897	49239789
NME2	chr17	49230951	49249105
MBTD1	chr17	49254786	49337524
UTP18	chr17	49337889	49375297
CA10	chr17	49707674	50237377
COX11	chr17	53029263	53046146
MMD	chr17	53469974	53499353
TMEM100	chr17	53796988	53809482
ANKFN1	chr17	54188319	54589020
TRIM25	chr17	54965270	54991399
COIL	chr17	55015548	55038415
SCPEP1	chr17	55055466	55084129
AKAP1	chr17	55162453	55198710
MSI2	chr17	55333212	55762046
MRPS23	chr17	55916842	55927417
CUEDC1	chr17	55938604	56032684
VEZF1	chr17	56048910	56065620
SRSF1	chr17	56080721	56084707
DYNLL2	chr17	56160776	56172897
MIR142	chr17	56408245	56409869
SUPT4H1	chr17	56422539	56430454
MTMR4	chr17	56566898	56595266
RAD51C	chr17	56769934	56811703
TRIM37	chr17	57059999	57184282
SKA2	chr17	57187312	57232630
YPEL2	chr17	57409050	57479090
DHX40	chr17	57642886	57685706
CLTC	chr17	57697219	57773671
PTRH2	chr17	57751997	57784987
VMP1	chr17	57784553	57919616
RPS6KB1	chr17	57970447	58027925
RNFT1	chr17	58029601	58042122
USP32	chr17	58256455	58499831
APPBP2	chr17	58520520	58603580
BCAS3	chr17	58754814	59470199
MED13	chr17	60019966	60142643
METTL2A	chr17	60501228	60527454
TLK2	chr17	60536019	60692842
MRC2	chr17	60704762	60770958
TANC2	chr17	61086917	61505060
DCAF7	chr17	61627822	61671639
MAP3K3	chr17	61699775	61773663
LIMD2	chr17	61773262	61778532
CCDC47	chr17	61822610	61853711
DDX42	chr17	61850963	61896677
FTSJ3	chr17	61896793	61907372
PSMC5	chr17	61904512	61909379
ERN1	chr17	62116502	62208179
MILR1	chr17	62461569	62464760
DDX5	chr17	62495734	62504317
CEP95	chr17	62502706	62538579
SMURF2	chr17	62538413	62658186
GNA13	chr17	63006833	63052957
RGS9	chr17	63133549	63223821
CEP112	chr17	63631656	64188202
PRKCA	chr17	64298754	64806861
CACNG4	chr17	64961026	65029514
HELZ	chr17	65066554	65242105
PSMD12	chr17	65334032	65362743
PITPNC1	chr17	65373575	65693372
NOL11	chr17	65713949	65740647
BPTF	chr17	65821640	65980494
C17orf58	chr17	65987217	65989765
KPNA2	chr17	66031635	66042958
AMZ2	chr17	66243715	66253297
WIPI1	chr17	66417089	66453654
PRKAR1A	chr17	66507921	66547460
ABCA5	chr17	67240452	67323385
KCNJ16	chr17	68049570	68131749
SOX9	chr17	70117161	70122561
LINC00511	chr17	70319264	70636611
SLC39A11	chr17	70642088	71088851
FAM104A	chr17	71203492	71232892
CDC42EP4	chr17	71279763	71308314
RPL38	chr17	72199721	72206794
KIF19	chr17	72322349	72351959
CD300A	chr17	72462555	72480933
SLC9A3R1	chr17	72744791	72765492
NAT9	chr17	72766686	72772506
ICT1	chr17	73008765	73017356
ATP5H	chr17	73034958	73043080
NT5C	chr17	73126320	73127890
HN1	chr17	73131343	73164376
SUMO2	chr17	73163408	73179078
MRPS7	chr17	73257755	73262454
MIF4GD	chr17	73262309	73267308
SLC25A19	chr17	73269073	73285591
GRB2	chr17	73314157	73401790
TSEN54	chr17	73512141	73520820
SAP30BP	chr17	73663196	73704142
ITGB4	chr17	73717408	73753899
GALK1	chr17	73747675	73761792
H3F3B	chr17	73772515	73781974
UNK	chr17	73780681	73821886
WBP2	chr17	73841780	73852588
TRIM47	chr17	73870242	73874656
ACOX1	chr17	73937588	73975515
SRP68	chr17	74035184	74068734
EXOC7	chr17	74077087	74117657
RNF157	chr17	74138534	74236454
UBALD2	chr17	74261283	74267375
PRPSAP1	chr17	74305567	74380602
SPHK1	chr17	74372665	74383941
UBE2O	chr17	74385532	74449288
RHBDF2	chr17	74466973	74497872
MXRA7	chr17	74668633	74707098
JMJD6	chr17	74708919	74722866
METTL23	chr17	74722912	74730018
SRSF2	chr17	74730197	74733456
MFSD11	chr17	74731947	74777531
SEC14L1	chr17	75082798	75213179
SEPT9	chr17	75276651	75496678
TNRC6C	chr17	76000249	76104916
TMC6	chr17	76106539	76128488
TMC8	chr17	76126851	76139049
SYNGR2	chr17	76164639	76169608
